Severity,Description
0,Accident on Green Lake Dr at 80th St.
0,Accident on 15th Ave at Roy St.
0,Accident on 125th St at WA-522 Lake City Way.
0,Accident on Rainier Ave at Othello St.
0,Accident on 13th Ave at Klickitat Ave.
0,Entry ramp closed due to accident on Columbia St both ways at WA-99 Alaskan Way Via.
0,Accident on Broad St Southbound at 5th Ave.
0,Accident on Green Lake Dr at Interlake Ave.
0,Accident on 6th Ave at Olive Way.
0,Accident on Holden St between 16th Ave and 15th Ave.
0,Accident on 3rd Ave at Nickerson St.
0,Accident on 8th Ave at Marion St.
0,Accident on 30th Ave at 143rd St.
0,Right lane blocked due to accident on WA-518 Eastbound before I-5.
0,Accident on Brockman Pl at 15th Ave.
0,Accident on 2nd Ave at Lucile St.
1,Very slow traffic and left lane blocked due to accident on I-5 Southbound at Exits 166 167 Eastlake Ave.
0,Slow traffic due to accident on 4th Ave at Stewart St.
0,Accident on Avalon Way at Andover St.
1,Lane blocked and very slow traffic due to accident on I-5 Southbound at Exits 166 167 Eastlake Ave.
1,Very slow traffic and left lane blocked due to accident on I-5 Southbound at Exits 168A 168B WA-520.
1,Three lanes blocked due to accident on I-5 Southbound at Exits 166 167 Eastlake Ave.
1,Right lane blocked due to accident on I-5 Southbound at Exits 166 167 Eastlake Ave.
1,Restrictions on exit ramp due to accident on I-5 Northbound at Exit 158 WA-900 Martin Luther King Jr Way.
0,One lane blocked due to accident on 12th Ave Northbound between Charles St and Weller St.
0,Accident on WA-522 Lake City Way at 107th St.
1,HOV lane blocked due to accident on I-5 Northbound at Exit 156 WA-599.
0,Accident on 4th Ave at Mercer St.
0,Left lane blocked due to accident on WA-99 Southbound near Des Moines Memorial Dr.
0,Accident on Railroad Way at Dearborn St.
0,Accident on Bertona St at 9th Ave.
0,Accident on Dexter Ave at Aloha St.
0,Left lane blocked due to accident on WA-99 Northbound at 14th Ave.
0,Accident on WA-99 Aurora Ave at 105th St.
1,Accident on I-5 Southbound at Exits 166 167 Eastlake Ave.
0,Accident on 44th Ave at Othello St.
0,Accident on Holden St near 24th Ave.
0,Accident on 1st Ave at Lucile St.
1,Lane blocked on exit ramp and very slow traffic due to accident on I-5 Southbound at Exits 164A 164B I-90.
0,Accident on Valley St Eastbound at Boren Ave.
0,Accident on Broad St Southbound at 5th Ave.
1,Right lane blocked due to accident on I-5 Northbound at Exit 156 Interurban Ave.
0,Accident on Broadway at Denny Way.
0,Lane blocked due to accident on WA-99 Aurora Ave Southbound at Aurora Ave.
0,Accident on 28th Ave at Beacon Ave.
0,Accident on WA-522 Lake City Way at 92nd St.
0,Accident on State St at 20th Ave.
0,Accident on Seward Park Ave at Fontanelle Pl.
0,Accident on Cornell Ave at Rainier Ave.
0,Right lane blocked due to accident on 4th Ave Northbound at Massachusetts St.
0,Accident on 2nd Ave near Olson Pl.
0,Accident on Roxbury St at Olson Pl.
0,Accident on 33rd Ave near Thurman St.
0,Accident on Pacific Pl Eastbound at Riviera Vis.
0,Lane blocked and very slow traffic due to accident on WA-99 Aurora Ave near 125th St.
0,Right lane blocked due to accident on Fairview Ave Southbound at Republican St.
1,Lane blocked on exit ramp and slow traffic due to accident on I-5 Northbound after Exit 172 Banner Way. In the express lane.
0,Accident on 4th Ave at Horton St.
1,One lane blocked and very slow traffic due to accident on I-5 Southbound after Exits 166 167 Eastlake Ave.
0,Accident on Northgate Way at I-5 Exit 173.
0,Accident on Westlake Ave at 6th Ave.
0,Accident on Wallingford Ave at 35th St.
0,Accident on 14th Ave at Concord St.
0,Accident on Ellis Ave at Myrtle St.
1,One lane blocked due to accident on I-5 Southbound at Columbia St.
1,One lane blocked due to accident on I-90 Eastbound at Exits 3 3A 3B Rainier Ave.
1,Four right lane blocked due to accident on I-5 Northbound before Corson Ave.
0,Accident on Harbor Ave near Fairmount Ave.
1,Left lane blocked due to accident on I-5 Northbound near Exits 164A 164B I-90.
1,Two lanes blocked and slow traffic due to accident on I-5 Northbound near Exits 163 163A 163B Seattle Brg.
0,Right lane blocked due to accident on 85th St Eastbound near Meridian Ave.
0,Lane blocked due to accident on James St Eastbound after 5th Ave.
1,Slow traffic and center lane blocked due to accident on I-5 Northbound after Exit 171 WA-522 Lake City Way. In the express lane.
0,Lane blocked and very slow traffic due to accident on WA-513 Sand Point Way near Princeton Ave.
0,Slow traffic and right lane blocked due to accident on 4th Ave Northbound at James St.
0,Accident on Martin Luther King Jr Way at Juneau St.
0,Accident on 15th Ave near 83rd St.
0,Accident on 4th Ave at Spokane St.
0,Accident on 130th St at Greenwood Ave.
1,One lane blocked due to accident on I-5 Southbound at Exits 166 167 Eastlake Ave.
1,Right lane blocked due to accident on I-5 Southbound at Exit 168A Boylston Ave.
0,Accident on 18th Ave at Myrtle St.
0,Accident on Massachusetts St at Airport Way.
0,Accident on 14th Ave at 57th St.
0,Slow traffic and right lane blocked due to accident on Jackson St Westbound at Maynard Ave.
0,Lane blocked and very slow traffic due to accident on Holman Rd Westbound near Greenwood Ave.
1,Queueing traffic and left lane blocked due to accident on I-5 Southbound at Exit 169 7th Ave.
0,Accident on Corliss Ave both ways around 82nd St.
1,Lane blocked on exit ramp due to accident on I-5 Southbound at Exits 164A 164B I-90.
0,Accident on Rainier Ave at 42nd Ave.
1,Right hand shoulder blocked due to accident on I-5 Southbound near Exits 164 165 165A 165B Cherry St.
0,Accident on WA-522 Lake City Way at 89th St.
0,Accident on 25th Ave at Denny Way.
0,Earlier accident on Rainier Ave Northbound at 42nd Ave.
0,Accident on Dexter Ave at Valley St.
0,Accident on 12th Ave at John St.
0,Accident on 17th Ave at Yesler Way.
0,Right lane blocked due to accident on 115th St Northbound at WA-99 Aurora Ave.
0,Two lanes blocked and slow traffic due to accident on 15th Ave Northbound at 59th St.
0,Lane blocked and very slow traffic due to accident on 45th St Eastbound near WA-513 Montlake Blvd.
0,Slow traffic due to accident on Mercer St at Queen Anne Ave.
0,Accident on Minor Ave at Broadway.
0,Accident on Mercer St at Queen Anne Ave.
0,Accident on Northgate Way at Corliss Ave.
1,Left lane blocked due to accident on I-5 Southbound at I-90.
0,Right lane blocked due to accident on Martin Luther King Jr Way Northbound at Alaska St.
0,Accident on Linden Ave at 36th St.
0,Accident on 4th Ave at Fidalgo St.
0,Accident on Martin Luther King Jr Way at Henderson St.
0,Accident on 5th Ave at Olive Way.
0,Accident on Charles St at Rainier Ave.
1,HOV lane blocked and very slow traffic due to accident on I-5 Southbound at Exits 163 163A 163B Seattle Brg.
0,Slow traffic due to accident on WA-99 Aurora Ave Southbound at Winona Ave.
0,Lane blocked due to accident on Graham St both ways at Martin Luther King Jr Way.
0,Two lanes blocked and very slow traffic due to accident on Columbian Way at Beacon Ave.
0,Accident on Broad St both ways around 5th Ave.
1,Two-left lane blocked due to accident on I-405 Southbound at I-5.
0,Accident on California Ave at Hinds St.
1,Accident on I-5 Southbound at Exits 166 167 Eastlake Ave.
1,Accident on I-5 Southbound at Exit 152 Orillia Rd.
0,Accident on Denny Way Eastbound at 20th Ave.
0,Accident on Roosevelt Way at 86th St.
0,Accident on Roosevelt Way at 73rd St.
0,Very slow traffic and right lane blocked due to accident on Madison St Southbound at Alaskan Way Via.
0,Accident on Madison St Eastbound near 18th Ave.
0,Accident on 2nd Ave at Battery St.
0,Accident on 31st Ave at Cloverdale St.
0,Left lane blocked due to accident on Mercer St Eastbound at 9th Ave.
0,Accident on 8th Ave at Cloverdale St.
0,Accident on Olson Pl at 3rd Ave.
0,Accident on Broad St Southbound at 5th Ave.
1,Right lane blocked due to accident on I-5 Northbound at Exits 161 162 Bailey St.
0,Accident on WA-99 Aurora Ave at 85th St.
0,Accident on 143rd St at Midvale Ave.
0,Very slow traffic and right lane blocked due to accident on Pacific St Northbound at 15th Ave.
1,Slow traffic and left lane blocked due to accident on I-90 Eastbound near Exits 3 3A 3B Rainier Ave.
1,Entry ramp closed due to surface water on I-5 Northbound at Exits 166 167 Eastlake Ave.
0,Accident on Northgate Way at 5th Ave.
1,Lane blocked and very slow traffic due to accident on I-5 Northbound at Exit 171 WA-522 Lake City Way.
0,Lane blocked and very slow traffic due to accident on 4th Ave Westbound at James St.
1,Slow traffic and (Partially) right lane blocked due to accident on I-5 Southbound at Exits 164A 164B I-90.
1,Slow traffic and right lane blocked due to accident on I-5 Northbound at Exit 171 WA-522 Lake City Way.
0,Accident on Mercer St both ways at 4th Ave.
0,Accident on 85th St at WA-99 Aurora Ave.
0,Accident on Martin Luther King Jr Way at Cloverdale St.
0,Accident on Jefferson St at Boren Ave.
0,Accident on 5th Ave at Stewart St.
0,Accident on 24th Ave at Calhoun St.
1,Left lane blocked due to accident on I-5 Southbound at Exits 168A 168B WA-520.
0,Accident on Fauntleroy Way at 41st Ave.
0,Accident on 12th Ave at Holman Rd.
0,Left lane blocked due to accident on WA-522 Lake City Way Southbound at 115th St.
1,Restrictions on entry ramp due to accident on I-5 Northbound at Exit 156 WA-599.
0,Accident on Madison St at 19th Ave.
0,Accident on Mercer St at Westlake Ave.
1,Left hand shoulder blocked due to accident on I-5 Northbound at Exit 154B Southcenter Blvd.
0,Accident on 2nd Ave at Virginia St.
0,Fuel spillage on Martin Luther King Jr Way at Orcas St.
0,Accident on 12th Ave at Holman Rd.
1,One lane blocked due to accident on I-90 Eastbound at Rainier Ave.
0,Accident on Nickerson St at 13th Ave.
0,Accident on Idaho St at Marginal Way.
0,Accident on Phinney Ave at 60th St.
0,Accident on 125th St at Roosevelt Way.
0,Slow traffic and left lane blocked due to accident on 6th Ave Northbound before Union St.
0,Accident on 100th St at College Way.
0,Accident on Orchard St at Sylvan Way.
0,Accident on 86th St at 5th Ave.
1,Very slow traffic and right lane blocked due to accident on I-5 Southbound near Exits 163 163A 163B Seattle Brg.
1,Right lane blocked due to accident on I-5 Southbound near Exits 166 167 Eastlake Ave.
1,(Partially) right lane blocked due to accident on I-5 Southbound at I-5 Exit 173 / N 107th St.
1,Right lane blocked due to accident on I-5 Southbound before Exits 164 165 165A 165B Cherry St.
1,HOV lane blocked due to accident on I-5 Southbound at Exits 161 162 Bailey St.
1,HOV lane blocked due to accident on I-5 Southbound at Exit 151 200th St.
0,Accident on Airport Way near Hinds St.
0,Accident on 2nd Ave at Denny Way.
1,Restrictions on exit ramp due to accident on I-5 Northbound at Exit 163 / Columbian Way.
0,Accident on 127th St at WA-522 Lake City Way.
0,Accident on 1st Ave Southbound at Virginia St.
0,Accident on 8th Ave at 65th St.
0,Accident on Elliott Ave Southbound at Mercer Pl.
1,Two lanes blocked due to accident on I-5 Southbound at Exit 175 WA-523 145th St.
0,Accident on Claremont Ave at Walden St.
0,Accident on 45th St at Meridian Ave.
0,Two lanes blocked due to accident on Martin Luther King Jr Way Northbound near McClellan St.
0,Accident on WA-522 Lake City Way at 127th St.
0,Accident on 70th St at 38th Ave.
0,Accident on Broadway both ways at Olive Way.
0,Accident on 17th Ave at 75th St.
0,Accident on 137th St at Linden Ave.
0,Accident on Stevens St near 13th Ave.
0,Accident on 50th St at WA-513 Sand Point Way.
0,Accident on 26th Ave at Roxbury St.
0,Right lane blocked due to accident on Madison St Westbound at Minor Ave.
1,Right lane blocked due to accident on I-5 Southbound at Union St.
1,Right hand shoulder blocked due to accident on I-5 Southbound after Exits 168A 168B WA-520.
0,Accident on Cherry St at 18th Ave.
0,Accident on 3rd Ave at 130th St.
0,Accident on Broad St Southbound at 5th Ave.
0,Accident on 1st Ave between 100th St and 103th St.
0,Accident on 4th Ave at Bell St.
1,Right lane blocked due to accident on I-5 Northbound near Exits 164 165 165A 165B Cherry St.
1,Two lanes blocked and slow traffic due to accident on I-5 Northbound at Exit 175 WA-523 145th St.
0,Accident on Minor Ave at Madison St.
1,Right lane blocked due to accident on I-5 Southbound at Exits 166 167 Eastlake Ave.
1,Left lane blocked due to accident on I-5 Southbound at Seattle Brg.
1,Right lane blocked due to accident on I-5 Northbound at Exits 168A 168B WA-520.
1,Right lane blocked due to accident on I-5 Northbound near Exits 166 167 Eastlake Ave.
0,Accident on Broad St Southbound at 5th Ave.
0,Accident on 6th Ave Southbound at Roxbury St. Approach with care.
0,Accident on Roosevelt Way Northbound at 96th St. Approach with care.
0,Accident on 24th Ave Eastbound at Turner Way. Approach with care.
0,Accident on 59th St near 8th Ave.
0,Accident on 8th Ave near 50th St.
0,Accident on Roosevelt Way near 53rd St.
0,Accident on 26th Ave at Market St.
0,Accident on Beacon Ave Northbound at Juneau St.
0,Accident on 15th Ave at 130th St.
0,Accident on 10th Ave at Miller St.
0,Accident on 12th Ave at Boren Ave.
0,Accident on Meridian Ave at College Way.
0,Very slow traffic and left lane blocked due to accident on Elliott Ave Southbound at Western Ave.
0,Accident on Rainier Ave at Edmunds St.
0,Lane blocked due to accident on 2nd Ave Southbound at Seneca St.
0,Restrictions due to fuel spillage on Summit Ave at Harrison St.
0,Accident on WA-513 Montlake Blvd at Pacific St.
1,Three lanes blocked due to accident on I-5 Northbound at Exits 153 154A 154AB I-405.
1,Restrictions on exit ramp due to accident on I-5 Northbound at James St.
0,Accident on 24th Ave at Boyer Ave.
1,Right hand shoulder blocked due to accident on I-5 Northbound at Exit 151 200th St.
0,Accident on 5th Ave at 131st Pl.
0,Right lane blocked due to accident on WA-99 1st Ave Northbound at WA-509.
0,Accident on Thomas St at 16th Ave.
0,Accident on Broad St Southbound at 5th Ave.
0,Slow traffic and right lane blocked due to accident on Rainier Ave Northbound at Walker St.
0,Accident on Yale Ave at John St.
0,Fuel spillage on WA-99 Aurora Ave near 135th St.
0,Accident on Lucile St at Denver Ave.
1,Very slow traffic and right lane blocked due to accident on I-5 Northbound at Exit 171 WA-522 Lake City Way.
0,Slow traffic and right lane blocked due to accident on WA-520 Westbound before Lake Washington Blvd.
0,Slow traffic due to accident on Columbian Way at Beacon Ave.
1,Queueing traffic and HOV lane blocked due to accident on I-5 Southbound at Exits 164A 164B / 4th Ave.
0,Queueing traffic and two-right lane blocked due to accident on Pacific St both ways around Pacific Pl.
0,Accident on California Ave at California Way.
0,Accident on Market St at 2nd Ave.
0,Right lane blocked due to accident on WA-99 Alaskan Way Via Southbound near Elliott Ave.
