Label,Description
0,Accident on Lenox Rd Northbound at GA-237 Piedmont Rd.
1,Right lane blocked due to accident on I-20 Westbound at Exit 55B Lee St.
0,Accident on Wieuca Rd at US-19 Roswell Rd.
0,Accident on GA-141 Peachtree Rd at W Paces Ferry Rd.
1,2 left lane blocked and left hand shoulder blocked due to accident on I-85 Southbound at GA-13.
1,Accident on I-75 Northbound at Exits 250 251 I-85.
1,Accident on I-75 Southbound at GA-10 Freedom Pkwy.
1,Right hand shoulder blocked due to accident on I-75 Southbound at International Pkwy.
0,Right hand shoulder blocked due to accident on GA-400 Northbound at Exit 2 Lenox Rd.
1,2nd left lane blocked due to accident on I-85 Southbound at Exits 86 87 GA-400.
1,Accident on I-75 Southbound at Martin Luther King Dr.
1,Right lane blocked due to accident on I-285 Eastbound at Exit 25 US-19.
1,Right hand shoulder blocked due to accident now on the shoulder on I-20 Eastbound at Exit 49 GA-70 Fulton Industrial Blvd.
1,Three lanes blocked and slow traffic due to accident on I-285 Eastbound at Exit 29 Ashford Dunwoody Rd.
1,Queueing traffic and (two) right lane blocked due to accident on I-285 Westbound at Exits 27 28 Peachtree Dunwoody Rd.
1,Right hand shoulder blocked due to accident on I-20 Eastbound at Exits 51A 51B I-285.
1,One lane blocked due to accident on I-75 Southbound at Exit 241 Cleveland Ave.
1,Right hand shoulder blocked due to accident on I-75 Southbound at I-285.
1,Three left lane blocked and left hand shoulder blocked due to accident on I-20 Westbound before Exits 51A 51B I-285.
1,Accident on I-75 Northbound at GA-54 University Ave.
1,Right hand shoulder blocked due to accident on I-85 Southbound before Cheshire Bridge Rd / Lenox Rd.
1,Accident on I-85 Southbound at Exit 77 US-41 Metropolitan Pkwy.
0,Accident on GA-154 Memorial Dr at Boulevard.
0,Right lane blocked due to accident on US-23 Buford Hwy Southbound at I-285.
0,Accident on Cleveland Ave at US-41 Metropolitan Pkwy.
0,Accident on GA-400 Southbound at Exit 2 Lenox Rd.
0,Accident on Barge Rd at GA-166 Campbellton Rd.
1,Left hand shoulder blocked due to accident on I-75 Northbound at 14th St.
0,Accident on Glen Iris Dr at US-29 Ponce de Leon Ave.
1,Two left lane blocked due to accident on I-285 Eastbound at Exit 22 New Northside Dr.
1,Accident on I-75 Southbound at Exit 252 Howell Mill Rd.
0,Accident on US-23 Moreland Ave at Wylie St.
1,Third right lane blocked due to accident on I-85 Southbound before US-23 Clairmont Rd.
0,Accident on US-78 Ponce de Leon Ave at US-29 Piedmont Ave.
0,Accident on GA-141 Peachtree Rd at Wieuca Rd.
1,Accident on I-85 Southbound at Piedmont Rd.
0,Accident on GA-400 Northbound at Exit 2 Lenox Rd.
0,Accident on Barge Rd at GA-166 Campbellton Rd.
0,Accident on GA-400 Northbound at Exits 3 4A I-285.
1,Accident on I-20 Eastbound at Exit 61A Maynard Ter.
1,Accident on I-285 Eastbound at Exit 22 New Northside Dr.
0,Accident on GA-400 Southbound at Exit 4A Glenridge Connector.
1,Accident on I-85 Southbound at Exit 89 GA-42 Druid Hills Rd.
1,Accident on I-20 Eastbound at Exit 61B GA-260 Glenwood Ave.
1,Accident on I-85 Southbound at I-285.
1,Accident on I-75 Northbound at I-20.
0,Accident on McDonald St at Boulevard.
0,Accident on US-278 Juniper St at US-29 Ponce de Leon Ave.
1,Accident on I-75 Northbound at Andrew Young Intl Blvd.
0,One nb and one sb lane blocked due to accident on US-29 Ponce de Leon Ave both ways at Artwood Rd.
1,Delays due to accident on I-285 Westbound at Exit 30 Chamblee Dunwoody Rd.
1,Accident on I-85 I-75 Northbound at 10th St.
1,Left lane blocked due to accident on I-285 Northbound at Exits 33 34 Chamblee Tucker Rd.
1,Right hand shoulder blocked due to accident on I-85 Southbound at Sylvan Rd.
0,Accident on Perimeter Ctr at Ashford Dunwoody Rd.
0,Accident on GA-237 Piedmont Rd at Pharr Rd.
0,Accident on US-41 Metropolitan Pkwy at Langston Dr.
1,Accident on I-85 I-75 Northbound at Spring St.
0,Accident on US-41 Metropolitan Pkwy at Fletcher St.
1,Right hand shoulder blocked due to accident on I-20 Eastbound at Exits 60 60A 60B US-23 Moreland Ave.
0,Queueing traffic due to accident on GA-70 Fulton Industrial Blvd both ways at Cascade Rd.
1,Queueing traffic and (Two) left lane blocked due to accident on I-75 Northbound at Exit 256 US-41 Northside Pkwy.
1,Queueing traffic and Right lane blocked due to accident on I-85 Northbound at I-85 Exits 84 85 / 17th St NW.
1,Lane blocked and queueing traffic due to accident on I-285 Westbound before Exit 29 Ashford Dunwoody Rd.
0,Lane blocked and slow traffic due to accident on GA-400 Northbound before Exit 4A Glenridge Connector.
1,One lane blocked due to accident on I-285 at Exits 31A 31B GA-141 Peachtree Industrial Blvd.
0,Lane blocked on exit ramp due to accident on GA-400 Southbound at Exits 3 4A I-285.
1,Left hand shoulder blocked due to accident on I-20 Eastbound before Exits 51A 51B I-285.
1,Accident on I-285 Northbound at Exit 13 Bolton Rd.
1,Left lane blocked and right hand shoulder blocked due to accident on I-285 Eastbound after Exit 20 I-75.
1,Left lane blocked due to accident on GA-400 Southbound after US-19.
0,Accident on US-41 Metropolitan Pkwy at University Ave.
0,Accident on Piedmont Ave Northbound near Auburn Ave.
0,Accident on US-41 Metropolitan Pkwy at Old Jonesboro Rd.
0,Accident on Fairview Rd at US-23 Moreland Ave.
1,Lane blocked on exit ramp left hand shoulder blocked and right hand shoulder blocked due to accident on I-285 Eastbound at I-75.
1,Accident on I-85 I-75 Southbound at 10th St.
1,Left lane blocked due to accident on I-85 I-75 Northbound at Exit 248B I-75.
1,#2 lane blocked due to accident on I-285 Northbound at Exit 9 GA-139 Martin Luther King Jr Dr.
1,Right hand shoulder blocked due to accident on I-75 Southbound at Abernathy Blvd.
1,Accident on I-285 Eastbound at Exit 51 Bouldercrest Rd.
0,Accident on Bolton Rd at Northwest Dr.
1,Queueing traffic and (Three) right lane blocked due to accident on I-285 Eastbound at Exits 26 27 US-19.
1,Lane blocked and queueing traffic due to accident on I-85 Northbound after Exit 93 Shallowford Rd.
1,Lane blocked and queueing traffic due to accident on I-75 Southbound before Exits 246 248A I-20.
0,Lane blocked on exit ramp due to accident on GA-400 Southbound at Exits 5 5A 5B Abernathy Rd.
1,Slow traffic due to accident on I-85 Northbound near GA-13 Buford Hwy.
0,Delays due to accident school bus involved on Buckhead Loop at Lenox Rd.
0,Accident on Glenridge Connector at GA-400.
1,Right hand shoulder blocked due to accident on I-285 Northbound at Exit 12 US-278 Donald Lee Hollowell Pkwy.
1,Right hand shoulder blocked due to accident on I-85 Northbound at Exit 66 Flat Shoals Rd.
1,Lane blocked on exit ramp due to accident on I-75 Northbound at Exits 259A 259B I-285.
0,Accident on Peachtree St at Brotherton Transportation Mall.
1,Right hand shoulder blocked due to accident on I-75 Southbound at 10th St.
1,Left hand shoulder blocked due to accident school bus involved on I-75 Southbound at 10th St.
0,Accident on GA-400 at Exit 2 Lenox Rd.
1,Two lanes blocked due to accident on I-285 Eastbound at Exit 60 GA-139 Riverdale Rd.
1,Accident on I-285 Northbound at Exit 13 Bolton Rd.
0,Accident on GA-400 Northbound at I-85.
1,Third left lane blocked due to accident on I-75 Northbound at Abernathy Blvd.
0,Accident on Peachtree St at 16th St.
1,Accident on I-85 Southbound at Exit 89 GA-42 Druid Hills Rd.
1,Two right lane blocked due to accident on I-285 Northbound at Exits 33 34 Chamblee Tucker Rd.
1,Two lanes blocked due to accident on I-75 Southbound at Exit 244 I-85 I-75.
1,Through traffic lanes closed and left hand shoulder closed due to accident on I-285 Southbound at Exit 12 US-278 Donald Lee Hollowell Pkwy. Use shoulder as lane.
1,Left lane blocked due to accident on I-75 Northbound at I-20 Exits 56B 57.
1,2 left lane blocked due to accident on I-285 Northbound at Exit 12 US-278 Donald Lee Hollowell Pkwy.
1,Right hand shoulder blocked due to accident on I-285 Northbound at Exit 12 US-278 Donald Lee Hollowell Pkwy.
1,Right lane closed due to accident on I-20 Westbound at I-75 Exits 246 248A.
1,Lane blocked due to accident on I-285 Eastbound at I-285 Exits 58 59 / Clark Howell Hwy.
0,Queueing traffic due to accident on US-19 Peachtree Rd at GA-141 Peachtree Rd.
1,Two lanes blocked and slow traffic due to accident on I-75 Southbound before Exits 249C 249D I-85 I-75.
1,Accident on I-85 I-75 Southbound at Exit 249D I-75.
1,Right hand shoulder blocked due to accident on I-75 Southbound at Exit 254 Moores Mill Rd.
1,Right hand shoulder blocked due to accident on I-75 Northbound at 10th St.
1,Accident on I-75 Northbound at Edgewood Ave.
0,Accident on Monroe Dr at Piedmont Ave.
1,Third left lane blocked due to accident on I-75 Northbound before Abernathy Blvd.
0,Accident on Peachtree St at 3rd St.
1,Left lane blocked due to accident on I-85 Northbound at Exit 77 US-41 Metropolitan Pkwy.
1,1 of 2 lane blocked left hand shoulder blocked and right hand shoulder blocked due to accident on I-85 Northbound at I-75.
0,Accident on GA-237 Piedmont Rd at Lenox Rd.
0,Accident on GA-141 Peachtree Rd at Peachtree Dunwoody Rd.
0,Accident on GA-236 Lindbergh Dr at GA-237 Piedmont Rd.
1,Accident on I-85 Northbound at Exit 76 Cleveland Ave.
1,Right hand shoulder blocked due to accident on I-285 Westbound before I-75.
0,Accident on Cleveland Ave at Macon Dr.
1,Right hand shoulder blocked due to accident on I-285 Eastbound at Exit 60 GA-139 Riverdale Rd.
1,Accident on I-85 Northbound at Exit 94 Chamblee Tucker Rd.
1,2 right lane blocked due to accident on I-285 Southbound at Exit 12 US-278 Donald Lee Hollowell Pkwy.
1,Left hand shoulder blocked and 2 left lane blocked due to accident on I-75 Southbound at US-41 Northside Dr.
1,#2 lane blocked due to accident on I-85 Northbound at Exit 93 Shallowford Rd.
1,Right lane blocked due to accident on I-285 Westbound at Exits 31A 31B GA-141 Peachtree Industrial Blvd.
1,Accident on I-75 Northbound at Mount Paran Rd.
1,Slow traffic and (three) left lane blocked due to accident on I-20 Eastbound at Exits 59A 59B Boulevard.
1,Lane blocked and queueing traffic due to accident on I-85 Northbound after Exit 66 Flat Shoals Rd.
1,Queueing traffic and left hand shoulder blocked due to accident on I-285 Westbound after Exit 60 GA-139 Riverdale Rd.
1,Queueing traffic and left hand shoulder blocked due to accident now on the shoulder on I-285 Westbound at Exit 60 GA-139 Riverdale Rd.
0,Queueing traffic due to accident on GA-139 Martin Luther King Jr Dr both ways around Fairburn Rd.
1,Partially blocked and queueing traffic due to serious accident on I-75 Southbound in Atlanta. Approach with care.
1,Lane blocked and queueing traffic due to accident on I-75 Southbound before Exits 250 251 I-85.
1,Right hand shoulder blocked due to accident on I-75 Southbound at Exits 246 248A I-20.
0,Accident on GA-280 Hamilton E Holmes Dr at GA-139 Martin Luther King Jr Dr.
1,Accident on I-20 Eastbound at Exits 56B 57 I-85 I-75.
1,Accident on I-75 Northbound at I-85 I-75.
1,Accident on I-285 Eastbound at Exit 55 GA-54 Jonesboro Rd.
1,Three lanes blocked due to accident on I-285 Eastbound at Exits 26 27 US-19.
1,Accident on I-285 Westbound at Exit 30 Peachtree Rd.
1,Lane blocked and left hand shoulder blocked due to accident on I-285 Westbound at Exit 22 New Northside Dr.
1,Left hand shoulder blocked due to accident on I-85 I-75 Northbound after Exit 250 I-75.
1,Three lanes blocked due to accident on I-85 Northbound after Exit 94 Chamblee Tucker Rd.
1,Lane blocked due to accident on I-285 Eastbound after Exits 32 33A US-23 Buford Hwy.
1,Lane blocked due to accident on I-85 Southbound at Exit 96 Northeast Expy.
0,#2 lane blocked and right hand shoulder blocked due to accident on GA-154 Arthur Langford Pkwy Eastbound at Campbellton Rd.
1,Lane blocked on exit ramp and shoulder blocked on exit ramp due to accident on I-285 Eastbound at Exits 32 33B I-85.
1,Shoulder blocked on exit ramp due to accident on I-85 I-75 Southbound at Exit 247 I-20.
1,Shoulder blocked on exit ramp due to accident on I-85 Southbound at Exits 95 95A 95B 96 I-285.
1,Lane blocked on entry ramp due to accident on I-85 Northbound from GA-166 (EB).
1,#1 and #2 lane blocked due to accident on I-285 Westbound at Exit 20 I-75.
1,#5 and #6 lane blocked and heavy traffic due to accident on I-85 Northbound at GA-166.
1,Lane blocked due to accident on I-285 Eastbound at Exit 24 Riverside Dr.
1,Lane blocked due to accident on I-85 I-75 Southbound at Exit 247 I-20.
1,Lane blocked due to accident on I-85 I-75 Northbound before Exit 250 I-75.
1,Lane blocked due to accident on I-85 Northbound before Exits 86 87 GA-400.
1,Two lanes blocked due to accident on I-75 Southbound at Exit 244 I-85 I-75.
1,Lane blocked due to accident on I-75 Southbound before I-85 I-75.
1,Two lanes blocked due to accident on I-285 Eastbound at Exit 22 New Northside Dr.
1,Two lanes blocked due to accident on I-75 Northbound after Exits 259A 259B I-285.
0,Accident on US-23 Moreland Ave at Hardee St.
1,Shoulder blocked on exit ramp due to accident on I-285 Northbound at I-85.
1,Second left lane blocked due to accident on I-75 Northbound before 10th St.
1,Accident on I-75 Northbound at I-85.
0,Accident on US-19 Peachtree Rd at Peachtree Hills Ave.
1,Right lane blocked due to accident on I-75 Northbound after Peachtree / Pine St.
0,Accident on Collier Rd at US-19 Peachtree Rd.
1,Accident on I-75 Northbound at I-285.
1,Right hand shoulder blocked due to accident on I-85 Northbound at GA-13.
0,Accident on Cascade Rd at I-285.
0,Right hand shoulder blocked due to accident on GA-166 Arthur Langford Pkwy Eastbound before Stanton Rd.
0,Accident on GA-237 Piedmont Rd at Lenox Rd.
0,Accident on Ralph McGill Blvd at Boulevard.
0,Accident on Andrew Young International Blvd at Piedmont Ave.
0,Accident on GA-154 Arthur Langford Pkwy Westbound at Greenbriar Pkwy.
0,Lane blocked on entry ramp due to accident on GA-400 Northbound at Exits 5 5A 5B Abernathy Rd.
0,Accident on US-78 North Ave at I-85 I-75.
0,Accident on US-41 Northside Pkwy Northbound at I-75.
1,2 right lane blocked due to accident on I-285 Northbound at Exit 9 GA-139 Martin Luther King Jr Dr.
1,Lane blocked on exit ramp due to accident on I-285 Eastbound at Exits 32 33B I-85.
0,Accident on US-23 Moreland Ave at GA-154 Memorial Dr.
1,Accident on I-85 I-75 Northbound at Exit 249B I-75.
1,Accident on I-75 Northbound at GA-10 Freedom Pkwy.
0,Accident on GA-237 Piedmont Rd at Paces Ferry Rd.
0,Accident on GA-400 Southbound at Exit 4A Glenridge Connector.
1,Queueing traffic and 5th lane blocked due to accident on I-85 Southbound after Exits 84 85 I-75.
1,Right lane blocked due to accident on I-75 Southbound at Exits 251 252A 252B US-41 Northside Dr.
1,Queueing traffic and center lane blocked due to accident on I-285 Westbound around Exit 24 Riverside Dr.
1,Lane blocked and queueing traffic due to accident on I-85 I-75 Southbound before Exit 250 I-75.
0,Lane blocked and queueing traffic due to accident on US-29 Ponce de Leon Ave both ways around US-29 Ponce de Leon Ave.
0,Accident on Piedmont Ave Northbound at Prado.
1,Accident on I-75 Southbound at Courtland St.
1,Accident on I-75 Southbound at Edgewood Ave.
1,Accident on I-20 Westbound at Martin Luther King Jr Dr.
0,Accident on Peachtree St at Ellis St.
0,Accident on Gilmer St at Piedmont Ave.
0,Accident on Ralph McGill Blvd at Boulevard.
1,Right hand shoulder blocked due to accident on I-85 Southbound at Exit 89 GA-42 Druid Hills Rd.
1,Accident on I-20 Eastbound at Exits 51A 51B I-285.
1,Two left lane blocked due to accident on I-85 Southbound before Exits 86 87 GA-400.
0,Accident on GA-237 Piedmont Rd at Wesley Rd.
1,Right hand shoulder blocked due to accident on I-20 Westbound at Glenwood Connector.
1,Accident on I-85 Southbound at Exit 88 Cheshire Bridge Rd.
1,Accident on I-20 Westbound at Exits 59A 59B Boulevard.
0,Accident on GA-400 Northbound at Exit 2 Lenox Rd.
1,Accident on I-85 Southbound at Sylvan Rd.
1,Left lane blocked due to accident on I-285 Northbound at Exits 33 34 Chamblee Tucker Rd.
1,Accident on I-85 Northbound at GA-13.
1,Accident on I-75 Southbound at North Ave.
1,Accident on I-20 Eastbound at GA-280 Hamilton E Holmes Dr.
1,Three lanes blocked due to accident on I-85 I-75 Northbound at 10th St.
0,Accident on GA-400 Southbound at Exit 2 Lenox Rd.
1,Center lane blocked due to accident on I-85 Northbound at Exit 89 GA-42 Druid Hills Rd.
0,Accident on Boulevard at I-20.
